Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Sector,Price,Price Chg %,OI,PCR,Bldp,Price.1,Price Chg.1,Price Chg%.1,OI Chg.1,OI Chg %.1,Bldp.1,Price.2,Price Chg.2,Price Chg%.2,OI Chg.2,OI Chg %.2,Bldp.2,Price.3,Price Chg.3,Price Chg%.3,OI Chg.3,OI Chg %.3,Bldp.3,Fut OI,Fut OI Chg,Fut OI Chg %,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price Chg %,Volume Chg %,OI Chg %,Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI chg,OI Chg (Value),Volume,Volume Chg %
NAUKRI,,,,,,51.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1321.0,4.06,,0.56,,,,,,,,,,,,,,,,,,,,23871.0,163.0,0.69,1300.0,1671.0,68.0,465.0,290.0,1.62,LB,,,,,,,,,,,,,,,,
HYUNDAI,,,,,,-0.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2235.1,0.0,,1.16,,,,,,,,,,,,,,,,,,,,13259.0,16.0,0.12,2200.0,590.0,1.0,553.0,11.0,1.6,-,,,,,,,,,,,,,,,,
OIL,,,,,,30.75,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,485.75,6.76,,0.71,,,,,,,,,,,,,,,,,,,,11741.0,144.0,1.24,480.0,693.0,245.0,74.0,56.0,1.2,LB,,,,,,,,,,,,,,,,
BAJAJ-AUTO,,,,,,100.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,11832.0,0.85,,1.7,,,,,,,,,,,,,,,,,,,,24794.0,143.0,0.58,11700.0,1933.0,-189.0,816.0,111.0,1.13,LB,,,,,,,,,,,,,,,,
LICI,,,,,,7.85,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,404.05,1.98,,0.74,,,,,,,,,,,,,,,,,,,,37040.0,1400.0,3.93,400.0,3849.0,-521.0,2107.0,148.0,1.01,LB,,,,,,,,,,,,,,,,
MPHASIS,,,,,,23.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2525.0,0.92,,0.57,,,,,,,,,,,,,,,,,,,,15494.0,37.0,0.24,2500.0,1525.0,-295.0,572.0,18.0,1.0,LB,,,,,,,,,,,,,,,,
TITAN,,,,,,34.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,5141.6,0.67,,0.91,,,,,,,,,,,,,,,,,,,,30718.0,225.0,0.74,5100.0,3976.0,-542.0,2629.0,342.0,0.82,LB,,,,,,,,,,,,,,,,
HINDZINC,,,,,,7.05,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,604.65,1.18,,0.73,,,,,,,,,,,,,,,,,,,,23233.0,-93.0,-0.4,600.0,3063.0,-212.0,1507.0,75.0,0.78,SC,,,,,,,,,,,,,,,,
EICHERMOT,,,,,,43.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,8052.5,0.54,,1.0,,,,,,,,,,,,,,,,,,,,36658.0,54.0,0.15,8000.0,2438.0,-14.0,1045.0,48.0,0.66,LB,,,,,,,,,,,,,,,,
APLAPOLLO,,,,,,-0.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2012.9,-0.04,,0.8,,,,,,,,,,,,,,,,,,,,15910.0,23.0,0.14,2000.0,995.0,77.0,307.0,11.0,0.65,SB,,,,,,,,,,,,,,,,
POLICYBZR,,,,,,26.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1650.7,1.62,,0.75,,,,,,,,,,,,,,,,,,,,25521.0,6.0,0.02,1640.0,1255.0,-65.0,551.0,-8.0,0.65,LB,,,,,,,,,,,,,,,,
PERSISTENT,,,,,,63.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,5535.0,1.15,,0.54,,,,,,,,,,,,,,,,,,,,28267.0,18.0,0.06,5500.0,3374.0,-318.0,2104.0,-15.0,0.64,LB,,,,,,,,,,,,,,,,
TVSMOTOR,,,,,,-30.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,4427.2,-0.68,,0.92,,,,,,,,,,,,,,,,,,,,46472.0,113.0,0.24,4400.0,2183.0,-62.0,1048.0,-44.0,0.62,SB,,,,,,,,,,,,,,,,
BDL,,,,,,-7.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1307.4,-0.59,,0.78,,,,,,,,,,,,,,,,,,,,15987.0,38.0,0.24,1300.0,1472.0,-8.0,818.0,4.0,0.57,SB,,,,,,,,,,,,,,,,
BRITANNIA,,,,,,5.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,5628.5,0.1,,0.61,,,,,,,,,,,,,,,,,,,,15037.0,6.0,0.04,5600.0,2134.0,58.0,906.0,7.0,0.51,LB,,,,,,,,,,,,,,,,
AMBUJACEM,,,,,,-0.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,432.15,-0.16,,0.62,,,,,,,,,,,,,,,,,,,,69331.0,72.0,0.1,430.0,2299.0,9.0,802.0,10.0,0.5,SB,,,,,,,,,,,,,,,,
TATASTEEL,,,,,,-0.41,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,190.8,-0.21,,0.68,,,,,,,,,,,,,,,,,,,,65232.0,70.0,0.11,190.0,6479.0,96.0,2996.0,-18.0,0.42,SB,,,,,,,,,,,,,,,,
ADANIPOWER,,,,,,-1.06,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,210.86,-0.5,,0.52,,,,,,,,,,,,,,,,,,,,44731.0,409.0,0.92,210.0,3237.0,183.0,1877.0,-18.0,0.41,SB,,,,,,,,,,,,,,,,
LTM,,,,,,11.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,4816.2,0.23,,0.69,,,,,,,,,,,,,,,,,,,,20437.0,23.0,0.11,4800.0,2049.0,52.0,651.0,27.0,0.34,LB,,,,,,,,,,,,,,,,
COCHINSHIP,,,,,,-6.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1503.4,-0.45,,0.89,,,,,,,,,,,,,,,,,,,,13524.0,-40.0,-0.29,1500.0,1144.0,0.0,694.0,7.0,0.23,LU,,,,,,,,,,,,,,,,
CHOLAFIN,,,,,,-13.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1903.0,-0.73,,0.84,,,,,,,,,,,,,,,,,,,,20637.0,12.0,0.06,1900.0,852.0,22.0,420.0,17.0,0.16,SB,,,,,,,,,,,,,,,,
GODREJPROP,,,,,,-15.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2103.0,-0.74,,0.61,,,,,,,,,,,,,,,,,,,,25229.0,9.0,0.04,2100.0,1471.0,-6.0,892.0,-58.0,0.14,SB,,,,,,,,,,,,,,,,
M&M,,,,,,-9.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,3503.5,-0.28,,0.93,,,,,,,,,,,,,,,,,,,,57715.0,87.0,0.15,3500.0,3577.0,64.0,3282.0,-5.0,0.1,SB,,,,,,,,,,,,,,,,
KALYANKJIL,,,,,,-0.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,600.45,-0.12,,0.75,,,,,,,,,,,,,,,,,,,,20554.0,-27.0,-0.13,600.0,2823.0,27.0,2264.0,17.0,0.08,LU,,,,,,,,,,,,,,,,
MANAPPURAM,,,,,,0.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,370.3,0.22,,0.58,,,,,,,,,,,,,,,,,,,,21841.0,73.0,0.34,370.0,1078.0,-29.0,331.0,16.0,0.08,LB,,,,,,,,,,,,,,,,
PAYTM,,,,,,9.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1601.0,0.57,,0.99,,,,,,,,,,,,,,,,,,,,24436.0,39.0,0.16,1600.0,3108.0,96.0,1055.0,104.0,0.06,LB,,,,,,,,,,,,,,,,
HINDALCO,,,,,,5.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1059.25,0.51,,0.57,,,,,,,,,,,,,,,,,,,,69858.0,56.0,0.08,1060.0,4222.0,-374.0,1471.0,30.0,-0.07,LB,,,,,,,,,,,,,,,,
BAJAJHLDNG,,,,,,12.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,11463.0,0.1,,1.1,,,,,,,,,,,,,,,,,,,,4398.0,4.0,0.09,11500.0,270.0,3.0,0.0,,-0.32,LB,,,,,,,,,,,,,,,,
MOTHERSON,,,,,,0.88,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,169.43,0.52,,1.29,,,,,,,,,,,,,,,,,,,,20777.0,35.0,0.17,170.0,1399.0,10.0,856.0,47.0,-0.34,LB,,,,,,,,,,,,,,,,
INFY,,,,,,5.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1194.3,0.48,,0.92,,,,,,,,,,,,,,,,,,,,209951.0,16.0,0.01,1200.0,13927.0,-30.0,3961.0,128.0,-0.48,LB,,,,,,,,,,,,,,,,
BHEL,,,,,,-0.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,408.0,-0.15,,0.52,,,,,,,,,,,,,,,,,,,,30697.0,109.0,0.36,410.0,2762.0,8.0,865.0,-31.0,-0.49,SB,,,,,,,,,,,,,,,,
TATACONSUM,,,,,,-13.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1093.9,-1.25,,0.61,,,,,,,,,,,,,,,,,,,,28669.0,42.0,0.15,1100.0,1408.0,146.0,931.0,22.0,-0.55,SB,,,,,,,,,,,,,,,,
SENSEX,,,,,,-329.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,78550.0,-0.42,,1.18,,,,,,,,,,,,,,,,,,,,2037.0,26.0,1.29,79000.0,1767.0,372.0,1164.0,-13.0,-0.57,SB,,,,,,,,,,,,,,,,
APOLLOHOSP,,,,,,-7.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,8933.0,-0.08,,0.65,,,,,,,,,,,,,,,,,,,,16209.0,1.0,0.01,9000.0,1721.0,93.0,566.0,1.0,-0.74,SB,,,,,,,,,,,,,,,,
BANKNIFTY,,,,,,-310.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,57562.6,-0.54,,0.83,,,,,,,,,,,,,,,,,,,,69644.0,659.0,0.96,58000.0,81156.0,1837.0,54574.0,-377.0,-0.75,SB,,,,,,,,,,,,,,,,
CANBK,,,,,,-0.87,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,129.0,-0.67,,0.74,,,,,,,,,,,,,,,,,,,,55882.0,-12.0,-0.02,130.0,2456.0,52.0,1731.0,-10.0,-0.77,LU,,,,,,,,,,,,,,,,
ZYDUSLIFE,,,,,,11.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1129.8,0.99,,0.85,,,,,,,,,,,,,,,,,,,,11600.0,-7.0,-0.06,1140.0,527.0,-22.0,61.0,2.0,-0.89,SC,,,,,,,,,,,,,,,,
SONACOMS,,,,,,-2.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,812.05,-0.29,,0.73,,,,,,,,,,,,,,,,,,,,10860.0,-72.0,-0.66,820.0,565.0,-2.0,239.0,-3.0,-0.97,LU,,,,,,,,,,,,,,,,
LT,,,,,,-16.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,4060.0,-0.41,,0.74,,,,,,,,,,,,,,,,,,,,63485.0,190.0,0.3,4100.0,5703.0,-23.0,2390.0,10.0,-0.98,SB,,,,,,,,,,,,,,,,
PIDILITIND,,,,,,4.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1682.1,0.24,,0.61,,,,,,,,,,,,,,,,,,,,13028.0,28.0,0.22,1700.0,1292.0,-9.0,119.0,1.0,-1.05,LB,,,,,,,,,,,,,,,,
VMM,,,,,,-0.38,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,108.84,-0.35,,0.49,,,,,,,,,,,,,,,,,,,,9745.0,-1.0,-0.01,110.0,719.0,-1.0,0.0,,-1.05,LU,,,,,,,,,,,,,,,,
PATANJALI,,,,,,0.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,355.9,0.11,,0.73,,,,,,,,,,,,,,,,,,,,31809.0,213.0,0.67,360.0,1643.0,7.0,298.0,-7.0,-1.14,LB,,,,,,,,,,,,,,,,
ANGELONE,,,,,,1.75,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,296.55,0.59,,0.48,,,,,,,,,,,,,,,,,,,,11856.0,20.0,0.17,300.0,2080.0,-29.0,1113.0,13.0,-1.15,LB,,,,,,,,,,,,,,,,
VOLTAS,,,,,,13.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1284.2,1.04,,0.94,,,,,,,,,,,,,,,,,,,,19773.0,21.0,0.11,1300.0,1538.0,3.0,1192.0,14.0,-1.22,LB,,,,,,,,,,,,,,,,
YESBANK,,,,,,-0.07,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,22.72,-0.31,,0.57,,,,,,,,,,,,,,,,,,,,36934.0,26.0,0.07,23.0,2667.0,-1.0,2428.0,0.0,-1.22,SB,,,,,,,,,,,,,,,,
PETRONET,,,,,,-1.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,276.55,-0.47,,0.96,,,,,,,,,,,,,,,,,,,,16717.0,-2.0,-0.01,280.0,1164.0,8.0,1000.0,4.0,-1.23,LU,,,,,,,,,,,,,,,,
SHRIRAMFIN,,,,,,-10.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1125.9,-0.92,,0.61,,,,,,,,,,,,,,,,,,,,31476.0,110.0,0.35,1140.0,2066.0,72.0,538.0,1.0,-1.24,SB,,,,,,,,,,,,,,,,
HAVELLS,,,,,,-2.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1283.7,-0.16,,0.66,,,,,,,,,,,,,,,,,,,,16806.0,-2.0,-0.01,1300.0,1006.0,-5.0,0.0,,-1.25,LU,,,,,,,,,,,,,,,,
PNB,,,,,,-0.34,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,113.5,-0.3,,0.85,,,,,,,,,,,,,,,,,,,,35732.0,85.0,0.24,115.0,2009.0,89.0,614.0,12.0,-1.3,SB,,,,,,,,,,,,,,,,
MAZDOCK,,,,,,-16.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2565.3,-0.65,,0.56,,,,,,,,,,,,,,,,,,,,22601.0,72.0,0.32,2600.0,2975.0,78.0,662.0,17.0,-1.33,SB,,,,,,,,,,,,,,,,
BANKBARODA,,,,,,-1.02,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,246.56,-0.41,,0.85,,,,,,,,,,,,,,,,,,,,44426.0,145.0,0.33,250.0,4394.0,44.0,2114.0,-12.0,-1.38,SB,,,,,,,,,,,,,,,,
ICICIBANK,,,,,,-5.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1429.1,-0.37,,0.66,,,,,,,,,,,,,,,,,,,,138732.0,67.0,0.05,1450.0,6194.0,-6.0,2581.0,17.0,-1.44,SB,,,,,,,,,,,,,,,,
HAL,,,,,,-27.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,4922.1,-0.55,,0.86,,,,,,,,,,,,,,,,,,,,38064.0,29.0,0.08,5000.0,3502.0,39.0,1163.0,10.0,-1.56,SB,,,,,,,,,,,,,,,,
MUTHOOTFIN,,,,,,29.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2953.1,1.0,,0.48,,,,,,,,,,,,,,,,,,,,26535.0,288.0,1.1,3000.0,5024.0,-342.0,591.0,5.0,-1.56,LB,,,,,,,,,,,,,,,,
BEL,,,,,,-0.65,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,403.45,-0.16,,0.66,,,,,,,,,,,,,,,,,,,,71111.0,33.0,0.05,410.0,5339.0,14.0,2411.0,0.0,-1.6,SB,,,,,,,,,,,,,,,,
FEDERALBNK,,,,,,-1.45,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,354.2,-0.41,,0.74,,,,,,,,,,,,,,,,,,,,33488.0,9.0,0.03,360.0,2025.0,42.0,583.0,1.0,-1.61,SB,,,,,,,,,,,,,,,,
AXISBANK,,,,,,-13.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1238.6,-1.05,,0.66,,,,,,,,,,,,,,,,,,,,127940.0,89.0,0.07,1260.0,6254.0,94.0,2999.0,-4.0,-1.7,SB,,,,,,,,,,,,,,,,
GLENMARK,,,,,,-7.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2260.1,-0.35,,0.49,,,,,,,,,,,,,,,,,,,,31061.0,-9.0,-0.03,2300.0,2067.0,8.0,525.0,-2.0,-1.73,LU,,,,,,,,,,,,,,,,
NIFTY,,,,,,-104.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,24555.1,-0.42,,1.09,,,,,,,,,,,,,,,,,,,,187033.0,570.0,0.31,25000.0,87941.0,1472.0,35809.0,-259.0,-1.78,SB,,,,,,,,,,,,,,,,
HCLTECH,,,,,,14.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1375.0,1.09,,0.84,,,,,,,,,,,,,,,,,,,,66084.0,-6.0,-0.01,1400.0,1665.0,-3.0,247.0,-9.0,-1.79,SC,,,,,,,,,,,,,,,,
ULTRACEMCO,,,,,,-92.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,11981.0,-0.76,,0.46,,,,,,,,,,,,,,,,,,,,31748.0,19.0,0.06,12200.0,1803.0,43.0,0.0,,-1.8,SB,,,,,,,,,,,,,,,,
MCX,,,,,,-22.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2749.1,-0.82,,0.67,,,,,,,,,,,,,,,,,,,,40758.0,307.0,0.76,2800.0,6029.0,97.0,1880.0,20.0,-1.82,SB,,,,,,,,,,,,,,,,
IRFC,,,,,,-0.46,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,88.3,-0.52,,0.63,,,,,,,,,,,,,,,,,,,,16771.0,7.0,0.04,90.0,5650.0,120.0,2782.0,0.0,-1.89,SB,,,,,,,,,,,,,,,,
CIPLA,,,,,,-0.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1470.7,-0.04,,0.62,,,,,,,,,,,,,,,,,,,,21110.0,1.0,0.0,1500.0,3030.0,125.0,321.0,0.0,-1.95,-,,,,,,,,,,,,,,,,
UNIONBANK,,,,,,0.04,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,181.4,0.02,,0.87,,,,,,,,,,,,,,,,,,,,24710.0,15.0,0.06,185.0,1646.0,-7.0,455.0,-2.0,-1.95,LB,,,,,,,,,,,,,,,,
SOLARINDS,,,,,,-179.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,18623.0,-0.95,,0.69,,,,,,,,,,,,,,,,,,,,15126.0,34.0,0.23,19000.0,1266.0,39.0,461.0,1.0,-1.98,SB,,,,,,,,,,,,,,,,
COALINDIA,,,,,,-1.35,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,411.6,-0.33,,0.7,,,,,,,,,,,,,,,,,,,,56267.0,17.0,0.03,420.0,3548.0,-2.0,1585.0,-2.0,-2.0,SB,,,,,,,,,,,,,,,,
INDIANB,,,,,,-3.55,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,882.0,-0.4,,0.9,,,,,,,,,,,,,,,,,,,,11759.0,69.0,0.59,900.0,1059.0,5.0,482.0,1.0,-2.0,SB,,,,,,,,,,,,,,,,
TCS,,,,,,14.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2449.0,0.58,,0.75,,,,,,,,,,,,,,,,,,,,138843.0,90.0,0.06,2500.0,8637.0,-15.0,1429.0,-4.0,-2.04,LB,,,,,,,,,,,,,,,,
ADANIGREEN,,,,,,-1.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1371.2,-0.12,,0.49,,,,,,,,,,,,,,,,,,,,45342.0,575.0,1.28,1400.0,3636.0,815.0,1562.0,69.0,-2.06,SB,,,,,,,,,,,,,,,,
ASIANPAINT,,,,,,-19.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2742.1,-0.7,,0.67,,,,,,,,,,,,,,,,,,,,29899.0,7.0,0.02,2800.0,3797.0,22.0,1001.0,-2.0,-2.07,SB,,,,,,,,,,,,,,,,
HEROMOTOCO,,,,,,1.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,5872.5,0.03,,1.06,,,,,,,,,,,,,,,,,,,,32227.0,69.0,0.21,6000.0,3280.0,95.0,590.0,24.0,-2.13,LB,,,,,,,,,,,,,,,,
ABB,,,,,,-49.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,7632.0,-0.64,,0.58,,,,,,,,,,,,,,,,,,,,16151.0,10.0,0.06,7800.0,2164.0,56.0,474.0,0.0,-2.15,SB,,,,,,,,,,,,,,,,
DIVISLAB,,,,,,10.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,8315.0,0.13,,0.88,,,,,,,,,,,,,,,,,,,,30830.0,13.0,0.04,8500.0,2443.0,5.0,428.0,0.0,-2.18,LB,,,,,,,,,,,,,,,,
BANKEX,,,,,,65475.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,65475.0,,,0.9,,,,,,,,,,,,,,,,,,,,5.0,1.0,25.0,67000.0,120.0,-21.0,0.0,,-2.28,-,,,,,,,,,,,,,,,,
JIOFIN,,,,,,-1.65,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,253.9,-0.65,,0.63,,,,,,,,,,,,,,,,,,,,78356.0,137.0,0.18,260.0,7494.0,119.0,1894.0,4.0,-2.35,SB,,,,,,,,,,,,,,,,
KOTAKBANK,,,,,,-3.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,390.5,-0.84,,0.58,,,,,,,,,,,,,,,,,,,,82767.0,30.0,0.04,400.0,3832.0,40.0,787.0,5.0,-2.38,SB,,,,,,,,,,,,,,,,
SIEMENS,,,,,,-31.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,3905.0,-0.8,,0.74,,,,,,,,,,,,,,,,,,,,19817.0,132.0,0.67,4000.0,2044.0,60.0,939.0,-12.0,-2.38,SB,,,,,,,,,,,,,,,,
HDFCBANK,,,,,,-3.75,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,731.55,-0.51,,0.48,,,,,,,,,,,,,,,,,,,,483619.0,1040.0,0.22,750.0,37234.0,455.0,16460.0,-54.0,-2.46,SB,,,,,,,,,,,,,,,,
MOTILALOFS,,,,,,-2.75,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,877.9,-0.31,,0.55,,,,,,,,,,,,,,,,,,,,8141.0,15.0,0.18,900.0,938.0,-9.0,221.0,24.0,-2.46,SB,,,,,,,,,,,,,,,,
INDUSTOWER,,,,,,6.25,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,376.35,1.69,,0.56,,,,,,,,,,,,,,,,,,,,52831.0,101.0,0.19,386.0,2785.0,-36.0,581.0,6.0,-2.5,LB,,,,,,,,,,,,,,,,
UNOMINDA,,,,,,2.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1287.0,0.21,,0.44,,,,,,,,,,,,,,,,,,,,8853.0,6.0,0.07,1320.0,636.0,0.0,0.0,,-2.5,LB,,,,,,,,,,,,,,,,
HDFCAMC,,,,,,-27.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,2534.6,-1.06,,0.75,,,,,,,,,,,,,,,,,,,,22219.0,32.0,0.14,2600.0,1658.0,-5.0,0.0,,-2.52,SB,,,,,,,,,,,,,,,,
SUNPHARMA,,,,,,-2.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_11_8_2026 (1).xlsx,,1949.6,-0.14,,0.54,,,,,,,,,,,,,,,,,,,,40599.0,27.0,0.07,2000.0,4838.0,-40.0,0.0,,-2.52,SB,,,,,,,,,,,,,,,,
