Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Sector,Price,Price Chg%,OI,PCR,Bldp,Price.1,Price Chg.1,Price Chg%.1,OI Chg.1,OI Chg %.1,Bldp.1,Price.2,Price Chg.2,Price Chg%.2,OI Chg.2,OI Chg %.2,Bldp.2,Price.3,Price Chg.3,Price Chg%.3,OI Chg.3,OI Chg %.3,Bldp.3,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Fut OI,Fut OI Chg,Fut OI Chg %,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Price chg,Price chg (%),OI chg,OI chg (%),OI Chg (Value),Volume,Volume Chg (%)
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,SONACOMS,728.1,14.8,2.07,5006575,519400,11.58,0.39,33.01,-8.81,20.66 - 97.30,28.41 / 35.88 / 30.26,16.11,48.78,16.19,-8,9.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,SRF,2656.2,27.6,1.05,1985800,88400,4.66,0.4,28.36,-1.22,12.58 - 53.21,64.42 / 52.16 / 45.60,38.84,68.7,-55.98,-45.63,-37.81,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,SUNPHARMA,1965.4,5.1,0.26,5598250,147000,2.7,0.77,22.25,-0.13,8.21 - 34.78,15.03 / 18.36 / 16.00,52.84,87.4,48.04,21.19,39.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,SUPREMEIND,3423.1,-16.1,-0.47,1065575,39550,3.85,0.7,28.91,-1.53,17.47 - 62.87,33.70 / 45.03 / 38.86,25.2,44.72,-14.21,-35.8,-25.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,SUZLON,52.32,-0.36,-0.68,199720200,7683500,4,0.53,40.73,1.39,10.07 - 87.65,20.09 / 26.57 / 32.88,39.52,77.92,102.74,53.29,23.87,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,SWIGGY,241.5,-20.53,-7.83,21493025,2348775,12.27,0.76,45.55,6.7,27.67 - 52.28,45.54 / 58.42 / 52.11,72.65,79.71,0.02,-22.03,-12.59,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TATACONSUM,1121.2,7.6,0.68,6244700,349800,5.93,0.73,26.39,3.82,15.48 - 41.34,16.67 / 30.17 / 27.08,42.19,84.15,58.31,-12.53,-2.55,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TATAELXSI,3352.1,5.7,0.17,2203875,27125,1.25,0.54,35.19,1.24,14.13 - 58.57,47.60 / 46.88 / 40.59,47.39,69.11,-26.07,-24.94,-13.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TATAPOWER,375.85,-2.05,-0.54,19892550,626400,3.25,0.64,24.8,-0.44,12.26 - 41.75,20.08 / 19.90 / 21.43,42.52,67.89,23.51,24.62,15.73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TATASTEEL,183.07,-2.25,-1.21,69841750,2057000,3.03,0.89,28.58,3.7,10.03 - 42.90,22.22 / 19.76 / 20.63,56.43,73.17,28.62,44.64,38.54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TCS,2241.1,8.7,0.39,17304975,623925,3.74,0.99,26.64,1.99,10.28 - 37.75,39.25 / 41.75 / 40.13,59.56,73.98,-32.13,-36.19,-33.62,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TECHM,1548.2,-5.7,-0.37,8859600,478800,5.71,0.41,28.45,7.97,9.15 - 40.19,34.56 / 39.43 / 38.22,62.18,71.14,-17.68,-27.85,-25.56,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TIINDIA,2829,-13.5,-0.47,692200,53000,8.29,1.05,29.88,-18.02,15.40 - 51.23,23.65 / 31.35 / 37.96,40.41,38.21,26.34,-4.69,-21.29,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TITAN,4695.9,-22.1,-0.47,2270275,86625,3.97,1.01,24.22,0.37,7.46 - 38.76,9.79 / 20.07 / 23.79,53.55,75.61,147.4,20.68,1.81,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TMPV,321.3,-4.7,-1.44,32745600,1516800,4.86,0.86,35.71,2.59,15.47 - 44.77,27.23 / 27.86 / 40.75,69.08,82.07,31.14,28.18,-12.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TORNTPHARM,4957.7,-1,-0.02,3025625,72625,2.46,0.78,28.11,-3.34,10.90 - 56.54,44.21 / 34.13 / 30.42,37.71,86.18,-36.42,-17.64,-7.59,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TRENT,2834.3,-24.4,-0.85,6430050,288900,4.7,0.78,33.46,0.87,16.48 - 59.18,21.63 / 56.29 / 58.65,39.77,81.71,54.69,-40.56,-42.95,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,TVSMOTOR,3906.8,-30.1,-0.76,5554150,271600,5.14,0.71,27.01,0.63,14.16 - 41.67,42.72 / 41.67 / 38.23,46.71,69.92,-36.77,-35.18,-29.35,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ULTRACEMCO,11802,-157,-1.31,829350,41900,5.32,0.5,21.81,-1.71,12.30 - 47.01,27.59 / 26.64 / 26.28,27.4,62.6,-20.95,-18.13,-17.01,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,UNIONBANK,168.86,-0.51,-0.3,52285800,1898325,3.77,0.88,30.57,0.03,12.77 - 48.98,51.48 / 51.41 / 44.54,49.16,50.81,-40.62,-40.54,-31.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,UNITDSPR,1466.8,40,2.8,3628400,255600,7.58,0.74,21.61,5.11,16.23 - 37.59,16.20 / 27.59 / 28.20,25.19,37.4,33.4,-21.67,-23.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,UNOMINDA,1117,-20,-1.76,2247300,91850,4.26,1.22,37.58,19.3,13.16 - 45.98,20.14 / 31.01 / 37.00,74.41,80.89,86.59,21.19,1.57,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,UPL,604.35,-5.4,-0.89,12482260,588070,4.94,0.94,29.67,-1.4,13.55 - 62.38,39.29 / 43.14 / 38.33,33.01,74.39,-24.48,-31.22,-22.59,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,VBL,454.8,-5.85,-1.27,20300550,929475,4.8,0.55,32.28,2.25,12.54 - 58.48,17.42 / 26.93 / 29.63,42.97,81.3,85.3,19.87,8.94,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,VEDL,262.7,-3.35,-1.26,16228800,686550,4.42,0.75,35.69,0.99,0.41 - 51.01,33.75 / 36.35 / 43.62,69.72,59.35,5.75,-1.82,-18.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,VMM,108.48,-1.62,-1.47,21310900,698400,3.39,0.65,35.2,-3.46,25.31 - 62.92,30.61 / 32.62 / 30.80,26.3,48.05,15,7.91,14.29,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,VOLTAS,1304.8,-12.1,-0.92,2419125,101625,4.39,1.59,33.51,-0.03,16.09 - 53.68,43.97 / 34.39 / 32.52,46.34,75.2,-23.79,-2.56,3.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,WAAREEENER,2660.2,-32.7,-1.21,4313225,153650,3.69,1.34,36.53,4.28,20.66 - 65.89,29.76 / 31.24 / 28.20,35.09,41.3,22.75,16.93,29.54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,WIPRO,169.45,-1,-0.59,152244000,6834000,4.7,0.68,27.49,-0.83,13.16 - 41.85,22.57 / 23.81 / 24.23,49.95,64.23,21.8,15.46,13.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,YESBANK,22.89,-0.15,-0.65,435306700,19872900,4.78,0.53,27.34,0.74,11.97 - 43.39,23.43 / 27.10 / 36.36,48.92,44.31,16.69,0.89,-24.81,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ZYDUSLIFE,1124,3.6,0.32,4635900,157500,3.52,0.64,28.5,-0.18,13.77 - 38.88,20.95 / 24.96 / 24.94,58.66,86.99,36.04,14.18,14.27,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,Symbol,Price,Price Chg,Price Chg (%),Total OI,Total OI Chg,Total OI Chg (%),PCR,IV,IV Chg (%),IV Range (1Yr),HV (10/20/30 Days),IVR,IVP,IV/HV10 %,IV/HV20 %,IV/HV30 %,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,360ONE,1076.5,-7.9,-0.73,2880500,500,0.02,0.58,30.14,5.38,12.77 - 60.46,34.90 / 39.60 / 36.95,36.42,52.44,-13.64,-23.89,-18.43,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ABB,7494,-51,-0.68,1802750,-16125,-0.89,0.67,28.74,-2.87,12.82 - 55.54,48.47 / 41.48 / 37.59,37.27,58.13,-40.71,-30.71,-23.54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ABCAPITAL,385.6,-6.6,-1.68,24676000,127100,0.52,0.66,26.6,4.44,17.61 - 49.88,33.19 / 38.21 / 44.41,27.86,18.7,-19.86,-30.38,-40.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ADANIENSOL,1701,17.1,1.02,13429800,-105300,-0.78,0.45,20.05,-18.89,15.92 - 70.07,30.67 / 31.08 / 34.80,7.63,2.03,-34.63,-35.49,-42.39,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ADANIENT,3023.9,10.8,0.36,11283135,23484,0.21,0.59,35,6.74,13.70 - 64.83,33.77 / 37.11 / 35.71,41.66,70.33,3.64,-5.69,-1.99,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ADANIGREEN,1385,6.8,0.49,16536600,-145800,-0.87,0.54,42.29,16.79,15.79 - 97.29,62.44 / 47.14 / 43.93,32.52,63.82,-32.27,-10.29,-3.73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ADANIPORTS,1781.8,0.9,0.05,12129600,223250,1.88,0.65,25.01,6.11,12.26 - 48.61,21.64 / 25.57 / 25.09,35.08,53.25,15.57,-2.19,-0.32,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ADANIPOWER,213.2,0.88,0.41,107966150,177500,0.16,0.55,28.23,-3.19,22.32 - 78.01,46.53 / 34.01 / 36.76,10.61,1.3,-39.33,-17,-23.2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ALKEM,5606.5,-1.5,-0.03,1168000,5250,0.45,0.48,19.77,-2.75,13.41 - 40.78,27.00 / 24.78 / 20.40,23.24,21.95,-26.78,-20.22,-3.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,AMBER,7309,-135,-1.81,1053700,-11300,-1.06,0.96,22.21,0,20.46 - 64.03,35.34 / 35.78 / 37.15,4.02,1.22,-37.15,-37.93,-40.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,AMBUJACEM,419.3,-4,-0.94,54003600,-20400,-0.04,0.49,22.42,-7.89,15.18 - 45.11,25.86 / 31.36 / 34.19,24.19,34.55,-13.3,-28.51,-34.43,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ANGELONE,305.7,-1,-0.33,19342500,-137500,-0.71,0.5,23.24,-18.31,19.10 - 57.96,35.40 / 39.40 / 42.24,10.65,3.25,-34.35,-41.02,-44.98,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,APLAPOLLO,1814.6,-16.2,-0.88,4379200,350,0.01,0.76,20.87,3.42,8.20 - 40.75,24.07 / 20.53 / 20.85,38.92,20.73,-13.29,1.66,0.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,APOLLOHOSP,8856,-11,-0.12,1138625,11250,1,0.91,18.25,18.51,9.79 - 47.61,13.86 / 16.21 / 14.55,22.37,43.5,31.67,12.58,25.43,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ASHOKLEY,148.65,-2.21,-1.46,110920000,380000,0.34,0.68,28.98,-1.23,14.12 - 47.87,23.48 / 36.55 / 50.87,44.03,50,23.42,-20.71,-43.03,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ASIANPAINT,2644.8,-27.5,-1.03,5261250,9250,0.18,0.93,23.21,16.4,8.53 - 37.24,11.82 / 20.76 / 20.64,51.13,67.07,96.36,11.8,12.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ASTRAL,1409.2,-3.2,-0.23,5420875,-60350,-1.1,0.66,23.37,3.82,13.79 - 52.12,18.91 / 45.34 / 40.05,24.99,25.2,23.59,-48.46,-41.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,AUBANK,970.3,-7.1,-0.73,15181000,48000,0.32,0.74,48.82,12.8,16.29 - 74.08,32.75 / 30.30 / 36.53,56.29,98.37,49.07,61.12,33.64,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,AUROPHARMA,1542,18,1.18,6129200,-69300,-1.12,0.45,31.15,24.9,16.22 - 48.20,25.44 / 31.44 / 35.34,46.69,79.27,22.44,-0.92,-11.86,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,AXISBANK,1218.3,-6.6,-0.54,50973125,-32500,-0.06,0.52,18.88,-3.38,12.00 - 40.40,39.04 / 30.50 / 29.25,24.23,48.78,-51.64,-38.1,-35.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BAJAJ-AUTO,11205,-69.5,-0.62,1667025,2925,0.18,1.41,20.13,-0.74,13.51 - 35.33,41.45 / 33.63 / 31.87,30.34,19.92,-51.44,-40.14,-36.84,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BAJAJFINSV,1870.7,-16,-0.85,6555000,10500,0.16,0.74,17.45,-25.27,12.73 - 35.42,24.15 / 27.87 / 28.98,20.8,9.35,-27.74,-37.39,-39.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BAJAJHLDNG,10739,77,0.72,196350,0,0,0.53,27.77,14.52,21.22 - 54.65,25.37 / 30.94 / 31.52,19.59,29.71,9.46,-10.25,-11.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BAJFINANCE,1026.1,-14.5,-1.39,48453750,376500,0.78,0.88,24.75,9.85,16.72 - 42.85,26.32 / 27.04 / 32.21,30.73,48.78,-5.97,-8.47,-23.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BANDHANBNK,164.12,-2.07,-1.25,53488800,277200,0.52,0.54,44.98,0.36,12.67 - 79.07,116.18 / 87.69 / 78.39,48.66,89.43,-61.28,-48.71,-42.62,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BANKBARODA,241.4,-1.8,-0.74,78635700,17550,0.02,0.79,49.6,18.26,13.00 - 46.94,35.09 / 35.86 / 35.34,100,100,41.35,38.32,40.35,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BANKINDIA,141.16,-1.23,-0.86,67740400,-83200,-0.12,0.85,56.59,15.99,14.29 - 59.98,43.80 / 44.74 / 39.27,92.58,99.19,29.2,26.49,44.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BANKNIFTY,56250,-415.4,-0.73,1792680,-12900,-0.71,0.69,15.35,7.79,6.65 - 38.76,19.67 / 18.73 / 20.47,27.09,69.11,-21.96,-18.05,-25.01,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BDL,1226.1,-9.8,-0.79,6352050,-107525,-1.66,0.43,26.29,9.18,17.11 - 53.54,26.68 / 31.58 / 42.35,25.2,10.16,-1.46,-16.75,-37.92,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BEL,403.7,-1.2,-0.3,68432775,732450,1.08,0.65,30.03,4.2,15.33 - 49.55,17.84 / 22.42 / 26.23,42.96,71.54,68.33,33.94,14.49,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BHARATFORG,2155.7,-25.9,-1.19,4979500,6000,0.12,0.68,26.22,10.12,16.12 - 46.76,30.06 / 26.69 / 29.23,32.96,32.52,-12.77,-1.76,-10.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BHARTIARTL,1890.3,-20.4,-1.07,19608950,16150,0.08,0.49,16.05,13.43,8.38 - 28.10,19.81 / 22.43 / 21.96,38.89,38.21,-18.98,-28.44,-26.91,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BHEL,406.5,-3.15,-0.77,51287250,91875,0.18,0.61,24.5,0.86,19.15 - 54.97,51.58 / 47.61 / 44.11,14.94,8.94,-52.5,-48.54,-44.46,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BIOCON,430.5,-4.55,-1.05,35972500,740000,2.1,0.76,19.15,-10.6,15.94 - 43.30,47.81 / 42.28 / 35.13,11.73,3.66,-59.95,-54.71,-45.49,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BLUESTARCO,1618.7,-20.4,-1.24,2079675,2925,0.14,0.63,21.98,3.83,13.03 - 50.57,42.30 / 33.89 / 34.56,23.84,12.6,-48.04,-35.14,-36.4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BOSCHLTD,41790,-490,-1.16,125250,-650,-0.52,0.6,24.35,-1.14,10.01 - 46.12,18.04 / 20.14 / 22.16,39.71,39.84,34.98,20.9,9.88,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BPCL,305.85,-3.6,-1.16,31947600,112575,0.35,0.9,24.97,1.59,15.82 - 56.01,20.48 / 29.29 / 35.65,22.77,33.33,21.92,-14.75,-29.96,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-24.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BRITANNIA,5350,-39,-0.72,1406500,53625,3.96,0.78,24.29,16.78,12.58 - 32.26,20.02 / 26.07 / 22.31,59.5,77.64,21.33,-6.83,8.87,,,,,,,,,,,,,,,,,
